video_id,penulis,tanggal,like_count,teks
JgF-A4rA1s8,@satuabad01,2025-06-14 07:05:30+00:00,0,"mendesak presiden prabowo untuk segera membentuk satgas tambang, menyusul sukses satgas sawit😍😍"
JgF-A4rA1s8,@mustjava,2025-06-14 07:03:53+00:00,2,"Sangat terang-terangan, penguasa sah tidak pernah berpikir untuk kesejahteraan rakyat. Berpolitik culas hanya untuk kelompoknya, partai dan kroninya saja."
JgF-A4rA1s8,@afifwiyogo2469,2025-06-14 07:02:18+00:00,0,"Terimakasih Tempo & tim Bocor Alus atas info² yang mencerdaskan 👍 sukses terus,, btw mba sisca tambah cantik 😅"
JgF-A4rA1s8,@tatanghomsah7265,2025-06-14 07:01:33+00:00,0,"Gimana ga diacak2, MA, MK, KPK, UU juga, semua diacak2 jaman jokowi, hancur banget."
JgF-A4rA1s8,@yadhimening5431,2025-06-14 06:59:29+00:00,0,"Kawei sejahtera mining patut untuk digali lebih dalam, rilisan KLH menyebutkan bahwa mereka melakukan eksploitasi diluar PPKH"
JgF-A4rA1s8,@LegendaGrand-k3q,2025-06-14 06:57:21+00:00,0,"Di Konoha kalo masih ada Luhut ,Listio singgit ,Bahlil ,Tito ,dan orang -orang titipan Mulyono Prabowo masih bisa bilang hidup Jokowi ,jadi kalo Perampok dan perusak Alam dan lautan yg di rusak era Jokowi ngga akan bisa di hentikan sbb Prabowo ngga punya keberanian untuk bertindak tegas pada perampok penjilat dan koruptor"
qN3axfU1Geo,@FaulTibbiT-hw9bh,2025-06-14 06:54:49+00:00,0,"Presentase kritikan dari netizen 90% mengeluhkan hasil terhadap kegiatan tambang tersebut. Intinya, meskipun prosedur penambangan sudah dilakukan dengan baik, namun dampaknya tidak secara langsung dirasakan masyarakat (peningkatan ekonomi), untuk apa hilirisasi tersebut dilakukan?"
JgF-A4rA1s8,@fendilie5564,2025-06-14 06:49:25+00:00,0,"Di BANGKA GINI DEKET GAK ADA YANG PEDULIZTAEEE LAH,LAUT BERIGA BEGITU INDAH MAU DI TAMBANG,UDAH DI DEMO BESAR2AN GAK HEBOH,BIJILAH,PADAHAL LAUTNYA INDAH,HASIL IKAN BISA BELASAN JUTA NELAYAN DAPAT,SOTONG AJAK BISA DAPAT DI PINGGIR PANTAI,AH BIJILAH KALIAN DIAM SEMUA"
JgF-A4rA1s8,@anisahyumnamajidah230,2025-06-14 06:45:19+00:00,0,"Kalau alamnya sudah rusak baru “penambang” akan sadar, selama Indonesia masih “hijau” di goggle earth sepertinya akan terus berlangsung untuk “kemajuan” negara"
JgF-A4rA1s8,@dianhandayani5613,2025-06-14 06:42:42+00:00,0,"Intinya penjahat dan maling negara itu ya pemerintah sndr,jd prabowo jgn menuduh2 trs bhw seolah2 ada antek asing yg mengadu domba kita..nyatanya yg bnyk melanggar UU itu ya rezim jokowi dan anda ,bubarkan sj parpol2 ini..nanti PEMILY boikot sj tdk usah pilih parpol2"
JgF-A4rA1s8,@rahmatmauludin6702,2025-06-14 06:42:24+00:00,0,"Nah...lo Partai2 pasti terlibat lewat kebijakan dan kekuasaannya. dari partai penguasa dan pendukung sejak awal 2014 - 2019 dan 2019 - 2024. karena dari eksekutif, legislatif dan exsekutif terlibat. dari tambang nikel di raja empat sampai 4 pulau milik aceh yg ada kemungkinan akan di ekploitasi....?"
JgF-A4rA1s8,@musiclive6086,2025-06-14 06:39:06+00:00,0,"itu hasil penambangan itu masuk ke negara atau masuk ke oligarki kebanyakan ? orang kok rakus2, pantesan pengen 3 periode karena ingin mengeruk bumi indonesia utk memperkaya pejabat dan oligarki, tp negara disuruh utang dan yang bayar rakyat jelata, naikin pajak. keterlaluan."
JgF-A4rA1s8,@RafiqRafsanjani,2025-06-14 06:38:50+00:00,0,menyorot UU yang melarang pengelolaan pulau kecil untuk pertambangan sepertinya ada pasal2 ambigu. Contohnya saya lupa di pasal mana tapi semuanya dikembalikan lagi ke pemerintah daerah masing-masing untuk menetapkan RTRW di wilayahnya. menurut saya ini yang harus diperbaiki agar selaras semua kebijakan dari hulu ke hilir
JgF-A4rA1s8,@muhamadharis9382,2025-06-14 06:30:09+00:00,0,"Belajar dari raja ampat,untuk masyarakat di daerah jaga SDA nya masing masing,jangan mau di bodohin dengan ini itu."
JgF-A4rA1s8,@ultramencemen8754,2025-06-14 06:28:07+00:00,0,Rakyat papua kege'eran sejak pertama jongkowi ke papua. Rakyat papua cinta jongkowi. Taunya kena tipu😂 cuma mau dirampok tanah dan alamnya oleh si joko😅 dan masih mendukung wowo dan anaknya joko😅
JgF-A4rA1s8,@lusianalusiana8773,2025-06-14 06:24:37+00:00,0,"Yg pasti.....Byk Pejabat2 NKRI YG Terlibattt dn Menikmati Duit Tambang Nikel...Mas , Batubara , Sawit dll......
Sumber Alam NKRI Harus nya Itk Kesejahteraan Rakyat , Nyata nya ??!! 
Alam Rusakk.....Yg Sdh Jd Pejabat lah yg Bisa Menikmatiii.......☝️😑🤑"
JgF-A4rA1s8,@arifinjoko7864,2025-06-14 06:23:21+00:00,0,"CUAN UANG DUIT MANI
👉 GENK LOMBA TARIK TAMBANG 👉 MENARIK MENAMBANG hilirisasi"
JgF-A4rA1s8,@SekepingKata,2025-06-14 06:11:41+00:00,1296,Mending Prabowo nonton Bocor Alus ketimbang mendengar orang-orang yang hanya tahu Asal Bapak Senang. Mereka itu sedang menipu presiden sehingga kebijakan presiden tidak sesuai fakta dan harapan masyarakat banyak.
JgF-A4rA1s8,@brazzaferochannel6802,2025-06-14 06:02:06+00:00,0,"Yah klo UU nya melarang, ya keputusan menteri hrs ikut UU lah. Jng sampai warisan Jokowi dlm hal buat kebijakan nabrak sana sini kyk org mabuk... Simpel aj sbnrnya. Keserakahan jng ngalahin logika hukum"
JgF-A4rA1s8,@amindahlan7001,2025-06-14 05:58:23+00:00,0,"Nggak sulit kok,pecat bahlil hentikan perusakan ini titik"
JgF-A4rA1s8,@madesuardasuarda,2025-06-14 05:53:42+00:00,0,"Kalau politisi ""berbohong"" itu sudah menjadi bagian dari salah satu syarat untuk menjadi politisi yg sukses yaa mesti jago ""berbohong"" ke masyarakat lah salah satunya ha ha ha 🤣🤣🤣"
JgF-A4rA1s8,@MadaGaskar-t6h,2025-06-14 05:53:34+00:00,0,"Lingkaran orang orang serakah
 Masuk dalam Kabinet strategis:
PENGUSAHA menjadi PENGUASA.
PengUAsah menjadi PeNGusaha.
Berkoloborasi dgn Oligarki
Selesai lah Negeri ini.

Menjadi Wakil dan Kabinet Rakyat,
Cuma Modus utk mendapatkan Proyek lebih mudah. Bukan ingin berbuat dan memajukan  mensejeterakan rakayat.
Tapi utk kemulusan meghancurkan Negeri ini lebih dalam. Dari Hulu ke hilir.
Adapun Sedikit sekali orang orang yg lurus dalam pejabat negeri ini
,namun tertutub dan terBelenggu oleh banyaknya manusia Rakus dan penghianat bangsa.


Maaf ini hanyanpendapat.
🙏🏻🙏🏻

Punya kuasa dan pengusaha
Bebas mau buat apadan berbuat apa pun. Punya hukum dan uu di buat sesuai kepentingan ."
JgF-A4rA1s8,@MulMulyono-p4k,2025-06-14 05:39:38+00:00,0,"Waduh .... Media TEMPE..... Pandai sekali memframing berita ....... Yang asal nya, cuma Seorang menteri ESDM yang menghentikan operasional perusahaan tambang yang telah melakukan pelanggaran lingkungan...... Kok malah disalahkan....... Jangan jangan bakal diberangus,  nih ...... Media TEMPE ...... Aachh, masak pemerintah kalah sama corong corong provokator bayaran asing...... Udah nanti ngak usah berlindung atas nama kebebasan berbicara..... Demokrasi...... HAM...... Kalau cuma mengrecoki kerja pemerintah."
JgF-A4rA1s8,@JonOn-b8n,2025-06-14 05:36:35+00:00,0,"Rasa optimis pemerintahan baru,  hari semakin hari tergerus. Indonesia ku 😢😢"
JgF-A4rA1s8,@mauracomel2338,2025-06-14 05:36:24+00:00,0,"Negara ini di rusak oleh pejabat"" Rakus dan haus kekuasaan makanya korupsi terjadi di mana"" manusia serakah itu walaupun perutnya sudah kenyang dia tetap merasa lapar terus"
JgF-A4rA1s8,@Bot-dr8wd,2025-06-14 05:35:43+00:00,0,"Mengapa hanya Tom Lembong menjadi korban ?
Tau kan maksud gua apa"
JgF-A4rA1s8,@SigitMsigitcahyono,2025-06-14 05:32:00+00:00,4,"Kalo masih ada Petrus mohon bahlol di hilangkan segera, demi Nusantara kita tak di rusak lebih parah..."
JgF-A4rA1s8,@Heri-n8h,2025-06-14 05:31:42+00:00,1,"Kekayaan bumi laut untuk rakyat, cuma tulisan aja, yang bener kekayaan laut dan bumi adalah untuk pejabat dan oligarki"
JgF-A4rA1s8,@embunpagi5932,2025-06-14 05:24:31+00:00,0,Intinya yg kaya raya ya pejabat2 dan korporasinya..rakyat kecil cuma kena dampaknya yaitu banjir
JgF-A4rA1s8,@RehajiOrgenes,2025-06-14 05:23:07+00:00,23,"masi ingat tdk, waktu smelter masuk besar""ran jokowi perna bilang ini investas langsung dri pusat jadi gubernur tdk punya wewenang menolak,,, berkaiantan Uu cipta kerja walau  banyak yg menolak tp jokowi tetep ngotot, karna sala satunya soalx hilirisasi ini, tp banyak yg tdk sadar, saya putra asli juga yg terdampak langsung soalx tambang ini di halmahara,,"
JgF-A4rA1s8,@sergio09877,2025-06-14 05:22:57+00:00,11,"Kalau ini benar ,sungguh kasihan nasib rakyat ini.  Permainan elit dan para pejabat gak tahunya seperti itu . Conflict of interest lahirnya kebijakan yg dibuat . Elit , pejabat , swasta berkolaborasi untuk berlomba meendapatkan keuntungan pribadi dan melompok. Semoga YthBpk Presiden Prabowo segera menindak pejabat² ini. Saran saja diganti tentara saja yg mengurusi semua SDA Indonesia ini."
JgF-A4rA1s8,@prihatinpusink651,2025-06-14 05:21:42+00:00,0,"Bgmnpun selama sistem politik, sistem pengelolaan pemerintahan msh spt skrng ini apalagi sistim perekonomian yg tdk pernah sesuai maksud & tujuan dari Pasal 33 UUD45, Hukum yg tdk Tegas dan Adil sbgmn sdh terjadi sjk jaman ORBA maka siapapun Pemimpin Negara ini, yg ada hny Kepentingan & Tumpukin Pundi pundi rejim Para Penguasa; Pejabat, Partai & Kelompok2nya dgn para oligarkienya saja. Akhirnya tujuan Reformasi'98 utk pemberantasan ""KKN"" hny ""omon omon"" sekedar menghibur rakyat dan Kesejahteraan Rakyat hny menjadi mimpi yg tdk pernah berakhir.... Kekayaan alam Pulau2 sudah di keruk habis, nmn knp rakyatnya msh tetap saja miskin, pembangunan minim namun hutang negara smkn bertumpuk? Stlh 80 tahun kemerdekaan apkh masih ada harapan  bhw pengelolaan bernegara ini akan lebih baik lagi???... kasus bank century, judol, pagar laut.. tambang dan perkebunan illegal.. dll ttp aja mangkrak"
JgF-A4rA1s8,@AleenaBooks,2025-06-14 05:17:47+00:00,0,Selamatkan alam
JgF-A4rA1s8,@OtaBibar-xr6vm,2025-06-14 05:17:01+00:00,17,"Menjual atas nama Hilirisasi PSN pemerintah melanggar UU yg SDH ditetapkan bhw pulau kecil TDK boleh ditambang, pertanyaannya dimanakah peran DPR dalam pengawasan kebijakan pemerintah yang melanggar hukum seolah olah membiarkan KLo publik SDH memviralkan baru byk anggota DPR sok pahlawan beginilah integritas yg ada pada pejabat Indonesia memalukan"
JgF-A4rA1s8,@mariafabiolawidiatifsgm1988,2025-06-14 05:16:37+00:00,335,"Aku mendukung kalau semua ditutup, tidak kecuali PT GAG.... Harus segera ditutup!!"
JgF-A4rA1s8,@handiyaniratih8834,2025-06-14 05:14:27+00:00,0,PS nggak lihat sendiri sih ... yakin gak ada solusi untu negara
JgF-A4rA1s8,@neumorthethic22,2025-06-14 05:13:12+00:00,0,"BERKALI KALI DAN TERUS BERULANG, NEGERI INI HANCUR OLEH ULAH PARA POLITISI BUSUK"
JgF-A4rA1s8,@thamrinyusup8844,2025-06-14 05:12:39+00:00,0,Rakyat harus bersuara krn dpr sdh buta dan tuli..rakyat yg jadi korban atas pengelolaan yg ugal2an
JgF-A4rA1s8,@subagiosubagio3560,2025-06-14 05:12:02+00:00,1,Siapapun pejabat di Negeri ini yang mempersalahkan jokowi akan digigit sendiri oleh jokowi. makanya jokowi aman aman saja. semua sudah dibelenggu dengan cara pembiaran korupsi
JgF-A4rA1s8,@Anto17-x6d,2025-06-14 05:11:55+00:00,0,"Jokowi jadi presiden 10 tahun negara hancur semua...
Dan ini masi berlanjut terus kerusakannya.."
JgF-A4rA1s8,@Muhm.n.fimbayNasen,2025-06-14 05:06:02+00:00,0,"INSYAALLAH,Ada Hukum ALLAH SWT,pada orang orang kasih rusak alam raja,Dunia Dan Akhira.YAA ALLAH SWT,Kabulkan Doa  Kami  orang atau Orang Indonesia"
JgF-A4rA1s8,@ferryirawan8437,2025-06-14 05:05:12+00:00,0,Selamatkan NKRI dari bahaya gank solo
JgF-A4rA1s8,@tonyrudiyanto3625,2025-06-14 05:00:37+00:00,0,"Abah loel pantas ternakan moelyono.
Rusak indonesia"
JgF-A4rA1s8,@harridaryanto5292,2025-06-14 04:57:45+00:00,0,Parah banget pemerintah kita ini . Pelanggara2 berjalan terus.. rakyat tetap jadi korban dari pelanggaran itu
JgF-A4rA1s8,@giriwahyuprasetyo51,2025-06-14 04:55:20+00:00,0,"Sakit... Gak tega lihat kenyataan ini.... Kuatkan hati ini ya rob, untuk tetap berkontribusi pada negeri ini meski hanya sedijit"
JgF-A4rA1s8,@GiyonoYono-jw9ms,2025-06-14 04:53:53+00:00,0,❤❤❤ Tempo semoga tetap sukses dan duksesy
JgF-A4rA1s8,@suluhindraam7776,2025-06-14 04:53:51+00:00,0,"Betapa jahatnya si penipu kecil ini
Betapa bajingangannya pejabat yg kasih izin
Betapa serakahnya manusia2 tamak ini.
Yaaa gitu deh, dimana pelanggaran dianggap normal."
JgF-A4rA1s8,@hendyjohans632,2025-06-14 04:53:13+00:00,0,"laporan investigasi 4 pulau di Aceh yang dirampas demi persembahan untuk mantu raja Jawa KW.

karena bila dibiarkan dikhawatirkan akan membangkitkan kembali semangat gerakan kemerdekaan.

Lalu jadi pertanyaan pula kenapa lagi adem ayem tiba-tiba Genk OSLo sengaja memunculkan polemik di 4 pulau milik Aceh."
JgF-A4rA1s8,@nafezia,2025-06-14 04:48:46+00:00,0,"Penggunaan kata eksplorasi dan eksploitasi mungkin bisa agak dipertimbangkan ya. Eksplorasi belum tentu dieksploitasi, tapi kalo eksploitasi sudah harus eksplorasi"
JgF-A4rA1s8,@anakrantau76srg,2025-06-14 04:47:05+00:00,3,Pasal penguasa ayat oligarki...: kekayaan bumi air dan udara di kelola oleh penguasa dan oligarki untuk kekayaan keluarganya.
JgF-A4rA1s8,@LubakIluy,2025-06-14 04:41:34+00:00,0,"APAKAH ELIT KEKUASAAN & OLIGARKI ADALAH PENJAJAH BANGSA SENDIRI?
KEKAYAAN ALAM KITA TERBANYAK DI DUNIA KAPAN BISA SEADIL2NYA UNTUK KESEJAHTERAAN RAKYAT?
LUAS PERTAMBANGAN 98 Juta Ha ( setengah luas daratan Indonesia) LUAS PERKEBUNAN KELAPA SAWIT 17 Juta Ha ( lebih luas dari pulau Jawa) Belum lagi LAUT & PASIRNYA, HUTAN & KAYUNYA, TANAH, BUMN & ASET2 LAINYA.
YANG MENIKMATI PEJABAT KORUPTOR, PREMAN BERSERAGAM,  MAFIA,  DINASTI OLIGARKI, KORPORASI,  ASING & ANTEKNYA.
RAKYAT TETAP KEKURANGAN, KELAS MENENGAH TURUN, PENDIDIKAN TINGGI & KESEHATAN MAHAL, PAJAK SEMAKIN BANYAK, HUTANG NEGARA MELAMBUNG TINGGI, JUDI ONLINE & NARKOBA MERAJALELA, BANYAK PENGANGGURAN, PHK & INDUSTRI GULUNG TIKAR. KEDAULATAN PANGAN HANYA ANGAN2."
JgF-A4rA1s8,@abdulkhamid8587,2025-06-14 04:39:59+00:00,13,Lindungi TEMPO
JgF-A4rA1s8,@maksimabetaubun8174,2025-06-14 04:39:28+00:00,1,"Bukan hanya Raja empat. Tapi skrg juga di
Maluku Tenggara / Pulau Kei Besar.
Terjadi bencana besar, banjir bandang ,gunung longsor rumah penduduk di terjang banjir.harus survey amdal dulu apakah pulau itu layak di lakukan  pertambangan
atau tidak.jgb sampai seperti pulau TNS yg sekarang sudah pindah ke Maĺuku Tengah.
Jgn sampai Kei besar pindah ke mana?pulau kei besar dekat dgn Australia seperti Aceh 4 pulau ke sumatra utara.
Sebagian pulau sudah rusak karena haus kekuasaan dan kerakusan memperkaya diri mengorbankan penduduk yg bermukin sudah ratusan tahun sebelum kemerdekaan.
Terima kasih 
Bocor alus..
🇲🇨👍😇❤🙏"
JgF-A4rA1s8,@HeruSantoso-d1q,2025-06-14 04:37:47+00:00,2,Mungkin nkri akan bubar..mknya pejabat dn oligarki menggarong uang negara..dan mengeksploitasi sumber daya alam habis2 san
JgF-A4rA1s8,@radensoedarso1282,2025-06-14 04:35:09+00:00,1,Keserakahan pada akhirnya yg jd korban masyarakat miskin di raja Ampat nntinya.
JgF-A4rA1s8,@VavaKully,2025-06-14 04:33:13+00:00,1,"Kebijakan yang kemarin dan para anggotanya sangat keras seolah selalu tidak mau tau padahal sudah terlihat dimana-mana begitu masifnya dalam eksploitasi ekosistem bahkan ormas keagamaan pun diberikan jatah, kebijakan dalam hal-hal yang berkaitan dengan reboisasi, perbaikan dan aturan hanyalah formalitas."
JgF-A4rA1s8,@wahyuprabowo7193,2025-06-14 04:29:47+00:00,5,"Yang menikmati Cina , semua kepentingan Oligarki , pantas papua mau Merdeka, gak ada Keadilan disana dan banyak pemberontakan sana sini , itu Mahasiswa Papua yang diluar negeri pada pulang urus wilayahnya."
JgF-A4rA1s8,@ekapurwita1393,2025-06-14 04:29:33+00:00,460,"Stetemen petinggi NU, menambang itu bentuk rasya sukur kita karena di karuniai sumber daya yg melimpah. Sungguh logika kek gini menjadikan agama sebagai pembenar. Selamatkan negeri ini ya Tuhan 🙏"
JgF-A4rA1s8,@Riyadi-z7v,2025-06-14 04:27:47+00:00,10,"Diskusi ini sngt jelas dan terang benderang, tanda kutip, Bahlil otak kehancuran raja Ampat, bnr2 jahat nich Bahlil..hrs di copot dr Mentri ESDM nich."
JgF-A4rA1s8,@CandraSanghyang,2025-06-14 04:26:48+00:00,1,"Trio Cica Rikang Husin mana uncle Pram ? Top. Sukses ya.
Tetap kupas tuntas buah naga pemerintah.
Istana ruwet amat.tidak kerja beneran. cuma ngurusin ketamakan dan kehausan kekuasaan. Kapan ngurus rakyatnya?.
Tanah,hutan,tambang dibagi2 seenak perut oleh istana dan mentri2nya.
Kita doakan semoga mereka (yang terlibat menikmati melahap kekayaan negara merusak lingkungan dan kehidupan masyarakat setempat)  bersama keluarga anak mantu cucu dan keturunannya , untuk keuntungan pribadi , memperkaya diri dan kelompoknya, menderita gatal2 kronis kayak pjkwe,  kadaz, qurap, panu, qorenk, lepra , kusta.
Amin ya Rabb."
JgF-A4rA1s8,@robiyanthie1491,2025-06-14 04:25:47+00:00,1,"Semua tambang yg ada di nkri tdk dimilki per org an ...menurut uud 45 semua yg tsnah laut dan seisinya diperuntukkan kesejahteraan rakyat...hasilnya masuk ke kas negara....pantesan mn bisa makmur rakyatnya yg bikin ijin bolonnen hasil nya dibagi"" sm bolo"" ne...TDK MUNGKIN JKW DAN KEL NYA TDK TAHU ..BULSIIITTT..."
JgF-A4rA1s8,@Arfmjmp-g7z,2025-06-14 04:22:59+00:00,1,Melawan kerakusan geng solo plus oligarki jahat.
JgF-A4rA1s8,@ew4823-k5l,2025-06-14 04:22:03+00:00,3,"tambang seharusnya dikelola negara, ehh ini dikelola oligarki"
JgF-A4rA1s8,@AndiMozara-ly4vg,2025-06-14 04:21:16+00:00,1,"HTI,FPI itu gerombolan kaum khawarij yg melawan pemerintah yg sah,kobarkan terus kebenaran dan keadilan untuk membendung ocehan2 para gerombolan intelektual jalanan pimpinan Roy panci maju terus Bu Yohanna kami mendukungmu salam sehat selalu merdeka 🇮🇩"
JgF-A4rA1s8,@syaifulkaleel7255,2025-06-14 04:20:14+00:00,8,"Jokowi, bahlil dan oligarki mana peduli dgn kerusakan alam yg penting bagi mereka cuan mengalir terus ke saku mereka"
JgF-A4rA1s8,@SuarSatya,2025-06-14 04:19:19+00:00,3,"Nikel bisa ditambang didaerah lain, tapi Raja Ampat hanya ada di satu daerah, daerah yang ditambang, dikeruk, alam pasti akan rusak dan perlu ratusan tahun atau tidak pernah kembali pulih."
JgF-A4rA1s8,@dhofirsilakkidir6550,2025-06-14 04:18:59+00:00,31,Hilirisasi penjarahan bumi nusantara 😁😁😁
JgF-A4rA1s8,@bioxenoful,2025-06-14 04:18:01+00:00,6,Coba bahlil datang ke Gag waktu hujan. Pasti terlihat sedimentasi di pantai
JgF-A4rA1s8,@antohoe,2025-06-14 04:16:29+00:00,0,Sudah sukses mengalihkan isu ke 4 pulau 😂😂😂😂
JgF-A4rA1s8,@QstgbQstgb-t5g,2025-06-14 04:06:57+00:00,61,"Aguan ( PIK ), Anthony Salim  (Indofood, Indomie, Indomart, bogasari), Franky Widjaja (Sinarmas, Sidu dll), Tommy Winata, Isam, Prajogo Pangestu, Tahir, Boy Tohir dll tebak oligarki konglomerat yg kecipratan untung dari rusaknya hutan dan alam di Indonesia guys."
JgF-A4rA1s8,@bimosuci7672,2025-06-14 04:05:24+00:00,57,Raja Jawa rusak Raja Ampat.
JgF-A4rA1s8,@mangintarsinagasinaga9801,2025-06-14 04:04:18+00:00,80,"Mmg menteri Bahlil buat gaduh di RI,terbukti waktu beliau bkpm kasus Rempang Batam❤❤❤"
JgF-A4rA1s8,@shastinur5954,2025-06-14 04:01:36+00:00,715,"dari postingan greenpiece kita juga tau, bahwa keterlibatan ormas NU (keagamaan) dalam konsesi tambang ini hanya menodai unsur-unsur keagamaan yang tidak selaras dengan islam untuk selalu ""Rahmatan Lilalamin""-menjaga alam"
qN3axfU1Geo,@H.A.TV30,2025-06-14 03:46:54+00:00,0,"Terlepas ybs ini ada yg tidak suka, karena bukan pakarnya
Menurutku dia menceritakan isu ini, melalui kacamata Ekonomi
Sudut pandang yang dia memang sudah ahlinya, karena
Dia sendiri pernah terjun ke dalamnya, lebih tepat di Menkeu RI
Bawah arahan dari Bu Sri, jadi jangan protes secara membabi-buta
Video YT ini didasarkan pada sudut pandangan ekonomi dan keuangan
Bukan ke isu lingkungan, karena kalau mau ngarah kesitu
Banyak yg menjelaskan, contohnya Greenpeace Indonesia
Sekian terima kasih, dan harap maklum


Ayyub Abdurrahman, 
Paman kerenmu
Relawan di komunitas bahasa asing (2022-Kini)"
qN3axfU1Geo,@rohmatabidi2616,2025-06-14 03:22:23+00:00,0,"Kayaknya potong generasi gk berlaku disepak bola, potong generasi mungkin berlaku di politik jg 😂😂 piece bang ane gk faham politik tpi resah aj sama kepimpinan era saat ini"
qN3axfU1Geo,@baitulkhoir1115,2025-06-14 02:47:28+00:00,0,"Geram, sedih tapi kita kayak nggak punya power melawan para kapitalis...😢"
qN3axfU1Geo,@jeoncae445,2025-06-14 02:46:06+00:00,0,Bang tolong bahas kebijakan fiskal dan kebijkan moneter dong
qN3axfU1Geo,@mayashafa221,2025-06-14 02:27:25+00:00,0,Sehat & sukses selalu bang feri & keluarga. Semoga panjang umur ya biar bs selalu bs mencerdaskan bangsa
qN3axfU1Geo,@joshuawakum7343,2025-06-14 01:14:33+00:00,0,"*KERUSAKAN LINGKUNGAN PERTAMBANGAN ; BIAYA PERBAIKAN LINKUNGAN TIDAK MAMPU/TIDAK BISA DISANGGUPI OLEH NEGARA/PEMERINTAH UNTUK MEMPERBAIKINYA SAMPAI KAPANPUN TIDAK AKAN SANGGUP; KARENA LINGKUNGAN PERTAMBANGAN YANG SUDAH RUSAK TIDAK MUNGKIN DIPERBAIKI SEPERTI SEDIAKALA/SEMULA.*

*HASIL TAMBANG YANG SUDAH TEREKSPLOITASI TIDAK BISA DIKEMBALIKAN SEPERTI POSISI SEMULA SEBELUM DI EKSPLOITASI.*"
qN3axfU1Geo,@KurTis-r2j,2025-06-14 01:02:56+00:00,0,Hancur atu pulau dikeruk.......
JgF-A4rA1s8,@ABDUH-nunu,2025-06-14 00:16:56+00:00,487,"PERUSAKAN LINGKUNGAN BUKTI KEJAHATAN YANG NYATA 
LENGSERKAN GIBRAN ADILI JOKOWI SEKELUARGA BESERTA BEGUNDALNYA, SIAPA SETUJU"
qN3axfU1Geo,@IrfanMaulana-ey1fv,2025-06-13 22:04:39+00:00,0,Anjing monyet uang ngijinin semoga mati diasukin ke neraka paling dalem .alam seindah itu mau d rusak
qN3axfU1Geo,@dahlanandrean9465,2025-06-13 22:01:16+00:00,0,"Kadang udah bangganya jadi warga negara indonesia lagi diposisi senang adem tentram pas liat berita kontribusi pemerintahan ngawur semua berubah seketika jadi kesal suasana hati! Masalah yg lain blm kelar ada lagi masalah baru!☹️ mana korup 271T ilang kabar masalah belum selesai lah ini ada aja lagi! 

Dari sini sudah jelas kalo negara kita mau maju masih jauh banget, mau ngejar kemajuan malaysia masih jauh apalagi mo ngejar jepang, china, usa jauh bangetttt!
Dan ingat wahai seluruh warga masyarakat indonesia meskipun kita cinta dengan tanah air kelahiran ini mau terima apa tidak tapi beginilah faktanya! Negara kita kalo mau maju dengan kelakuan pejabat pemerintahan masih seperti ini sangat jauh sekali!

Kita masyarakat biasa masih bisa berkontribusi demi kemajuan buat negeri ini salah satu cara sederhananya kita boleh mendidik keturunan anak"" kita untuk menjadi orang yg tahu diri, mendidik mereka untuk menyadari mana hal yg benar silahkan lakukan saja dan mana yg salah jangan di lakukan titik, itu saja!"
